id,dataset,R_Score,D1_VRAM_GB,D_Latency_Sec,D4_Energy_kWh,A1_Functional,A2_Lint,A3_Format,A4_Explainability,Score_A,Score_B,Score_C,Score_D,P_Veto,S_Global,B1_Leak,B2_Vuln,B3_License_Risk,B4_A11Y,C1_Recall,C2_Accuracy,C3_Didactic_Tone,C4_Citation_Integrity,User_CSAT
CIB-D4-029,D4_User,85.0,5.82,36.387,0.000758,,,,,0.0,100.0,0.0,25.2,1.0,28.78,,,,,,,,,61.4
CIB-D4-030,D4_User,95.0,5.82,46.0026,0.000958,,,,,0.0,100.0,0.0,5.5,1.0,25.82,,,,,,,,,89.4
CIB-D4-031,D4_User,92.0,5.82,39.8398,0.00083,,,,,0.0,100.0,0.0,18.1,1.0,27.72,,,,,,,,,89.0
CIB-D4-032,D4_User,93.0,5.82,33.6755,0.000702,,,,,0.0,100.0,0.0,30.8,1.0,29.62,,,,,,,,,89.7
CIB-D4-033,D4_User,97.0,5.82,43.561,0.000908,,,,,0.0,100.0,0.0,10.5,1.0,26.57,,,,,,,,,92.0
CIB-D4-034,D4_User,94.0,5.82,43.9953,0.000917,,,,,0.0,100.0,0.0,9.6,1.0,26.44,,,,,,,,,87.0
CIB-D4-035,D4_User,91.0,5.82,33.4097,0.000696,,,,,0.0,100.0,0.0,31.3,1.0,29.7,,,,,,,,,84.0
CIB-D4-036,D4_User,97.0,5.82,48.6841,0.001014,,,,,0.0,100.0,0.0,0.0,1.0,25.0,,,,,,,,,57.2
CIB-D4-037,D4_User,90.0,5.82,46.5866,0.000971,,,,,0.0,100.0,0.0,4.3,1.0,25.64,,,,,,,,,82.2
CIB-D4-038,D4_User,89.0,5.82,25.9131,0.00054,,,,,0.0,100.0,0.0,46.7,1.0,32.01,,,,,,,,,74.9
CIB-D4-039,D4_User,92.0,5.82,27.9694,0.000583,,,,,0.0,100.0,0.0,42.5,1.0,31.37,,,,,,,,,79.7
CIB-D4-040,D4_User,94.0,5.82,34.1924,0.000712,,,,,0.0,100.0,0.0,29.7,1.0,29.46,,,,,,,,,86.0
CIB-D4-041,D4_User,95.0,5.82,23.963,0.000499,,,,,0.0,100.0,0.0,50.8,1.0,32.61,,,,,,,,,87.2
CIB-D4-042,D4_User,90.0,5.82,36.5234,0.000761,,,,,0.0,100.0,0.0,24.9,1.0,28.74,,,,,,,,,77.2
CIB-D4-043,D4_User,93.0,5.82,36.5579,0.000762,,,,,0.0,100.0,0.0,24.8,1.0,28.73,,,,,,,,,85.1
CIB-D4-044,D4_User,91.0,5.82,37.2636,0.000776,,,,,0.0,100.0,0.0,23.4,1.0,28.51,,,,,,,,,84.2
CIB-D4-045,D4_User,91.0,5.82,38.8773,0.00081,,,,,0.0,100.0,0.0,20.1,1.0,28.01,,,,,,,,,95.8
CIB-D4-046,D4_User,92.0,5.82,42.1943,0.000879,,,,,0.0,100.0,0.0,13.3,1.0,26.99,,,,,,,,,88.0
CIB-D4-047,D4_User,90.0,5.82,34.2158,0.000713,,,,,0.0,100.0,0.0,29.7,1.0,29.45,,,,,,,,,80.8
CIB-D4-048,D4_User,93.0,5.82,18.2575,0.00038,,,,,0.0,100.0,0.0,62.5,1.0,34.37,,,,,,,,,89.1
CIB-D4-049,D4_User,96.0,5.82,48.2428,0.001005,,,,,0.0,100.0,0.0,0.9,1.0,25.13,,,,,,,,,90.6
CIB-D4-050,D4_User,100.0,5.82,10.0478,0.000209,,,,,0.0,100.0,0.0,79.4,1.0,36.9,,,,,,,,,76.8
